"timestamp (S)","@metadata (M)","@timestamp (S)","agent (M)","cloud (M)","destination (M)","ecs (M)","event (M)","host (M)","network (M)","source (M)","type (S)","flow (M)","client (M)","server (M)","status (S)","dhcpv4 (M)","dns (M)","icmp (M)","method (S)","path (S)","query (S)","resource (S)"
"2020-04-25T04:09:30.000Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:09:30.000Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""bytes"" : { ""N"" : ""1577"" },    ""ip"" : { ""S"" : ""172.31.9.119"" },    ""packets"" : { ""N"" : ""15"" },    ""port"" : { ""N"" : ""9092"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""action"" : { ""S"" : ""network_flow"" },    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""flow"" },    ""duration"" : { ""N"" : ""39935912907"" },    ""end"" : { ""S"" : ""2020-04-25T04:09:21.333Z"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:08:41.397Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""18122"" },    ""community_id"" : { ""S"" : ""1:fyIY7TNi2RQuhXawi4V6UrgrQ8o="" },    ""packets"" : { ""N"" : ""35"" },    ""transport"" : { ""S"" : ""tcp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""16545"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""packets"" : { ""N"" : ""20"" },    ""port"" : { ""N"" : ""59730"" }  }","flow","{    ""final"" : { ""BOOL"" : false },    ""id"" : { ""S"" : ""EAT/////AP//////CP8AAAGsHwXPrB8Jd1LphCM"" }  }",,,,,,,,,,
"2020-04-25T04:10:00.000Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:10:00.000Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""bytes"" : { ""N"" : ""2093"" },    ""ip"" : { ""S"" : ""172.31.9.119"" },    ""packets"" : { ""N"" : ""19"" },    ""port"" : { ""N"" : ""9092"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""action"" : { ""S"" : ""network_flow"" },    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""flow"" },    ""duration"" : { ""N"" : ""69631962019"" },    ""end"" : { ""S"" : ""2020-04-25T04:09:51.029Z"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:08:41.397Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""23219"" },    ""community_id"" : { ""S"" : ""1:fyIY7TNi2RQuhXawi4V6UrgrQ8o="" },    ""packets"" : { ""N"" : ""47"" },    ""transport"" : { ""S"" : ""tcp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""21126"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""packets"" : { ""N"" : ""28"" },    ""port"" : { ""N"" : ""59730"" }  }","flow","{    ""final"" : { ""BOOL"" : false },    ""id"" : { ""S"" : ""EAT/////AP//////CP8AAAGsHwXPrB8Jd1LphCM"" }  }",,,,,,,,,,
"2020-04-25T04:11:29.589Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:11:29.589Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""ip"" : { ""S"" : ""172.31.0.1"" },    ""port"" : { ""N"" : ""67"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""dhcpv4"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:11:29.589Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""297"" },    ""community_id"" : { ""S"" : ""1:Blulle82RZwM0PELb/8q4ti2K2o="" },    ""direction"" : { ""S"" : ""outbound"" },    ""protocol"" : { ""S"" : ""dhcpv4"" },    ""transport"" : { ""S"" : ""udp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""297"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""port"" : { ""N"" : ""68"" }  }","dhcpv4",,"{    ""bytes"" : { ""N"" : ""297"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""port"" : { ""N"" : ""68"" }  }","{    ""ip"" : { ""S"" : ""172.31.0.1"" },    ""port"" : { ""N"" : ""67"" }  }","OK","{    ""client_ip"" : { ""S"" : ""172.31.5.207"" },    ""client_mac"" : { ""S"" : ""06:61:db:fa:62:2c"" },    ""flags"" : { ""S"" : ""unicast"" },    ""hardware_type"" : { ""S"" : ""Ethernet"" },    ""hops"" : { ""N"" : ""0"" },    ""op_code"" : { ""S"" : ""bootrequest"" },    ""option"" : { ""M"" : {        ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },        ""max_dhcp_message_size"" : { ""N"" : ""576"" },        ""message_type"" : { ""S"" : ""request"" },        ""parameter_request_list"" : { ""L"" : [            { ""S"" : ""Subnet Mask"" },            { ""S"" : ""Router"" },            { ""S"" : ""Host Name"" },            { ""S"" : ""Domain Name"" },            { ""S"" : ""Domain Name Server"" },            { ""S"" : ""Interface MTU"" },            { ""S"" : ""Static Routing Table"" },            { ""S"" : ""Classless Static Route Option"" },            { ""S"" : ""NTP Servers"" }          ]        }      }    },    ""seconds"" : { ""N"" : ""7873"" },    ""transaction_id"" : { ""S"" : ""0x393ab7a2"" }  }",,,,,,
"2020-04-25T04:11:29.590Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:11:29.590Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""port"" : { ""N"" : ""68"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""dhcpv4"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:11:29.590Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""326"" },    ""community_id"" : { ""S"" : ""1:Blulle82RZwM0PELb/8q4ti2K2o="" },    ""direction"" : { ""S"" : ""inbound"" },    ""protocol"" : { ""S"" : ""dhcpv4"" },    ""transport"" : { ""S"" : ""udp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""326"" },    ""ip"" : { ""S"" : ""172.31.0.1"" },    ""port"" : { ""N"" : ""67"" }  }","dhcpv4",,"{    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""port"" : { ""N"" : ""68"" }  }","{    ""bytes"" : { ""N"" : ""326"" },    ""ip"" : { ""S"" : ""172.31.0.1"" },    ""port"" : { ""N"" : ""67"" }  }","OK","{    ""assigned_ip"" : { ""S"" : ""172.31.5.207"" },    ""client_ip"" : { ""S"" : ""172.31.5.207"" },    ""client_mac"" : { ""S"" : ""06:61:db:fa:62:2c"" },    ""flags"" : { ""S"" : ""unicast"" },    ""hardware_type"" : { ""S"" : ""Ethernet"" },    ""hops"" : { ""N"" : ""0"" },    ""op_code"" : { ""S"" : ""bootreply"" },    ""option"" : { ""M"" : {        ""dns_servers"" : { ""L"" : [            { ""S"" : ""172.31.0.2"" }          ]        },        ""domain_name"" : { ""S"" : ""ca-central-1.compute.internal"" },        ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },        ""ip_address_lease_time_sec"" : { ""N"" : ""3600"" },        ""message_type"" : { ""S"" : ""ack"" },        ""router"" : { ""S"" : ""172.31.0.1"" },        ""server_identifier"" : { ""S"" : ""172.31.0.1"" },        ""subnet_mask"" : { ""S"" : ""255.255.240.0"" }      }    },    ""seconds"" : { ""N"" : ""7873"" },    ""transaction_id"" : { ""S"" : ""0x393ab7a2"" }  }",,,,,,
"2020-04-25T04:12:50.000Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:12:50.000Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""bytes"" : { ""N"" : ""5515"" },    ""ip"" : { ""S"" : ""172.31.9.119"" },    ""packets"" : { ""N"" : ""46"" },    ""port"" : { ""N"" : ""9092"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""action"" : { ""S"" : ""network_flow"" },    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""flow"" },    ""duration"" : { ""N"" : ""239615840402"" },    ""end"" : { ""S"" : ""2020-04-25T04:12:41.013Z"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:08:41.397Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""58171"" },    ""community_id"" : { ""S"" : ""1:fyIY7TNi2RQuhXawi4V6UrgrQ8o="" },    ""packets"" : { ""N"" : ""126"" },    ""transport"" : { ""S"" : ""tcp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""52656"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""packets"" : { ""N"" : ""80"" },    ""port"" : { ""N"" : ""59730"" }  }","flow","{    ""final"" : { ""BOOL"" : false },    ""id"" : { ""S"" : ""EAT/////AP//////CP8AAAGsHwXPrB8Jd1LphCM"" }  }",,,,,,,,,,
"2020-04-25T04:14:10.000Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:14:10.000Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""bytes"" : { ""N"" : ""7321"" },    ""ip"" : { ""S"" : ""172.31.9.119"" },    ""packets"" : { ""N"" : ""60"" },    ""port"" : { ""N"" : ""9092"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""action"" : { ""S"" : ""network_flow"" },    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""flow"" },    ""duration"" : { ""N"" : ""319999985415"" },    ""end"" : { ""S"" : ""2020-04-25T04:14:01.397Z"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:08:41.397Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""75231"" },    ""community_id"" : { ""S"" : ""1:fyIY7TNi2RQuhXawi4V6UrgrQ8o="" },    ""packets"" : { ""N"" : ""168"" },    ""transport"" : { ""S"" : ""tcp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""67910"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""packets"" : { ""N"" : ""108"" },    ""port"" : { ""N"" : ""59730"" }  }","flow","{    ""final"" : { ""BOOL"" : false },    ""id"" : { ""S"" : ""EAT/////AP//////CP8AAAGsHwXPrB8Jd1LphCM"" }  }",,,,,,,,,,
"2020-04-25T04:14:20.000Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:14:20.000Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""bytes"" : { ""N"" : ""7579"" },    ""ip"" : { ""S"" : ""172.31.9.119"" },    ""packets"" : { ""N"" : ""62"" },    ""port"" : { ""N"" : ""9092"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""action"" : { ""S"" : ""network_flow"" },    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""flow"" },    ""duration"" : { ""N"" : ""329727922587"" },    ""end"" : { ""S"" : ""2020-04-25T04:14:11.125Z"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:08:41.397Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""77614"" },    ""community_id"" : { ""S"" : ""1:fyIY7TNi2RQuhXawi4V6UrgrQ8o="" },    ""packets"" : { ""N"" : ""174"" },    ""transport"" : { ""S"" : ""tcp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""70035"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""packets"" : { ""N"" : ""112"" },    ""port"" : { ""N"" : ""59730"" }  }","flow","{    ""final"" : { ""BOOL"" : false },    ""id"" : { ""S"" : ""EAT/////AP//////CP8AAAGsHwXPrB8Jd1LphCM"" }  }",,,,,,,,,,
"2020-04-25T04:17:10.000Z","{    ""beat"" : { ""S"" : ""packetbeat"" },    ""type"" : { ""S"" : ""_doc"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","2020-04-25T04:17:10.000Z","{    ""ephemeral_id"" : { ""S"" : ""91c1559a-b5d2-4db3-98f4-ad1691c7ad47"" },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""a855c3d0-8bce-45d1-b521-e6254e43cd90"" },    ""type"" : { ""S"" : ""packetbeat"" },    ""version"" : { ""S"" : ""7.6.2"" }  }","{    ""account"" : { ""M"" : {        ""id"" : { ""S"" : ""250373516626"" }      }    },    ""availability_zone"" : { ""S"" : ""ca-central-1b"" },    ""image"" : { ""M"" : {        ""id"" : { ""S"" : ""ami-0edd51cc29813e254"" }      }    },    ""instance"" : { ""M"" : {        ""id"" : { ""S"" : ""i-08711cb9d4a96d463"" }      }    },    ""machine"" : { ""M"" : {        ""type"" : { ""S"" : ""t2.micro"" }      }    },    ""provider"" : { ""S"" : ""aws"" },    ""region"" : { ""S"" : ""ca-central-1"" }  }","{    ""bytes"" : { ""N"" : ""10675"" },    ""ip"" : { ""S"" : ""172.31.9.119"" },    ""packets"" : { ""N"" : ""86"" },    ""port"" : { ""N"" : ""9092"" }  }","{    ""version"" : { ""S"" : ""1.4.0"" }  }","{    ""action"" : { ""S"" : ""network_flow"" },    ""category"" : { ""S"" : ""network_traffic"" },    ""dataset"" : { ""S"" : ""flow"" },    ""duration"" : { ""N"" : ""499711884584"" },    ""end"" : { ""S"" : ""2020-04-25T04:17:01.109Z"" },    ""kind"" : { ""S"" : ""event"" },    ""start"" : { ""S"" : ""2020-04-25T04:08:41.397Z"" }  }","{    ""architecture"" : { ""S"" : ""x86_64"" },    ""containerized"" : { ""BOOL"" : false },    ""hostname"" : { ""S"" : ""ip-172-31-5-207"" },    ""id"" : { ""S"" : ""3d673ade510442db8c6426d2cca0639b"" },    ""name"" : { ""S"" : ""ip-172-31-5-207"" },    ""os"" : { ""M"" : {        ""codename"" : { ""S"" : ""bionic"" },        ""family"" : { ""S"" : ""debian"" },        ""kernel"" : { ""S"" : ""4.15.0-1065-aws"" },        ""name"" : { ""S"" : ""Ubuntu"" },        ""platform"" : { ""S"" : ""ubuntu"" },        ""version"" : { ""S"" : ""18.04.4 LTS (Bionic Beaver)"" }      }    }  }","{    ""bytes"" : { ""N"" : ""109096"" },    ""community_id"" : { ""S"" : ""1:fyIY7TNi2RQuhXawi4V6UrgrQ8o="" },    ""packets"" : { ""N"" : ""246"" },    ""transport"" : { ""S"" : ""tcp"" },    ""type"" : { ""S"" : ""ipv4"" }  }","{    ""bytes"" : { ""N"" : ""98421"" },    ""ip"" : { ""S"" : ""172.31.5.207"" },    ""packets"" : { ""N"" : ""160"" },    ""port"" : { ""N"" : ""59730"" }  }","flow","{    ""final"" : { ""BOOL"" : false },    ""id"" : { ""S"" : ""EAT/////AP//////CP8AAAGsHwXPrB8Jd1LphCM"" }  }",,,,,,,,,,
